Subject Code,Course Number,Course Title
CYB,323,Introduction to Information Security for Professional Studies
CYB,334,Security in the Networked Environment for Professional Studies
CYB,336,Leading Issues in Information Security for Professional Studies
CYB,342,Information Security Policy for Professional Studies
CYB,346,Information Technology Management and Administration for Professional Studies
CYB,402,Digital Forensics for Professional Studies
CYB,425,Enterprise Risk Management for Professional Studies
CYB,476,Applied Information Security for Professional Studies
DAN,180,International Course
DAP,228,Basic Social Ballroom Dance
DAP,229,Intermediate Social Ballroom Dance
DAP,231,Introduction to Dance
DAP,233,African Dance
DAP,234,Tap I
DAP,235,Beginning Jazz I
DAP,236,Beginning Jazz II
DAP,237,Intermediate Jazz I
DAP,238,Intermediate Jazz II
DAP,239,Beginning Ballet I
DAP,241,Beginning Ballet II
DAP,242,Intermediate Ballet I
DAP,243,Intermediate Ballet II
DAP,244,Beginning Modern I
DAP,245,Beginning Modern II
DAP,246,Intermediate Modern I
DAP,247,Intermediate Modern II
DAP,248,Improvisation
DAP,249,Latin & Salsa Dance
DAP,251,Hip Hop Dance
DAP,252,East Coast Swing
DAP,253,West Coast Swing
DAP,254,Bellydance
DAP,255,Tap II
DAP,280,International Course
DAP,300,Selected Topics
DAP,368,History and Appreciation of Western Dance
DAP,423,Basic Concepts of Choreography
DAP,490,Independent Study
DBS,140,Double Bass/Non Mus Major
DBS,145,Double Bass/Music Majors
DBS,146,Double Bass/Music Majors
DBS,240,Double Bass/Non Mus Major
DBS,245,Double Bass/Music Majors
DBS,246,Double Bass/Music Majors
DBS,340,Double Bass/Non Mus Major
DBS,345,Double Bass/Music Majors
DBS,346,Double Bass/Music Majors
DBS,349,Double Bass/Perform Honor
DBS,440,Double Bass/Non Mus Major
DBS,445,Double Bass/Music Majors
DBS,446,Double Bass/Music Majors
DBS,449,Double Bass/Perform Honor
DBS,540,Double Bass/Non Mus Major
DBS,545,Double Bass/Music Majors
DBS,546,Double Bass/Music Majors
DES,101,Digital Tools for Designers I
DES,102,Digital Tools for Designers II
DES,103,Analog Design Tools
DES,104,Fundamentals of Design
DES,113,History of Modern Design: 1850-Present
DES,114,"Design, Cultural Traditions and the Environment"
DES,121,Design Odyssey
DES,143,Visual Presentation and Drawing for Designers
DES,144,Drafting for Designers
DES,145,Introductory Environmental Design I
DES,146,Fundamentals of Environmental + Interior Design
DES,182,Toy Design & Character Development
DES,202,Contemporary Issues in Design
DES,203,Design Thinking
DES,221,Handweaving
DES,246,Analysis of Color for Production
DES,248,Design Issues
DES,252,Environmental Design II
DES,267,Textiles for Designers
DES,270,Experience Credit
DES,281,Design Symposium
DES,302,Design Thinking & Ideas
DES,303,Soft Goods Design and Production
DES,304,Collaborative Design
DES,305,Digital Design Techniques I
DES,306,Digital Design Techniques II
DES,307,Digital Design Techniques III
DES,312,Interior Furnishings
DES,314,History of the Bauhaus: Studies in Material Culture
DES,315,Digital Fabric Printing
DES,320,Wondering the Alphabet
DES,322,"Made In Italy: Business, Craftsmanship and Branding Success"
DES,324,Creative Problem Solving
DES,335,App Design and Prototyping
DES,341,Fabrication Skills and Methods
DES,342,Computer Generated Fabrication
DES,352,Environmental Design Directed Research
DES,363,Design Innovation and Ideation
DES,380,International Course
DES,431,Art Nouveau Design and Architecture: Studies in Material Culture
DES,441,Capstone Research
DES,442,Capstone Thesis
DES,451,Community Projects Studio
DES,452,Branding and Marketing Works
DES,480,International Course
DES,481,Design for Production I
DES,482,Design for Production II
DES,485,Multidisciplinary Design Studio
DES,561,Furniture and Light Workshop
DES,562,Advanced Detailing and Construction
DRA,90,Theater Lab
DRA,105,Introduction to Acting/Non-Majors
DRA,107,Introduction to the Theater for Non-Majors
DRA,108,Musical Theater Vocal Techniques for Non-Majors I
DRA,115,Drama in Context I
DRA,116,Drama in Context II
DRA,118,Vocal Techniques for Musical Theater Majors I
DRA,121,The Actor’s Speech
DRA,125,Introduction to Acting I - Majors
DRA,126,Introduction to Acting II - Majors
DRA,127,Core Intensives
DRA,130,Tap Dance I
DRA,135,Jazz Dance I
DRA,136,Jazz Dance for Actors
DRA,140,Ballet I
DRA,151,Foundations of Musical Theater I
DRA,153,Introduction to Musical Theater Literature
DRA,161,The Musical Theater Singer’s Voice
DRA,162,Musical Theater Skills
DRA,210,Modern Dance for Musical Theater
DRA,218,Vocal Techniques for Musical Theater Majors II
DRA,220,Introduction to Scene Study
DRA,221,Voice/Verse I
DRA,222,Voice/Verse II
DRA,223,Scene Study with Directors
DRA,230,Tap Dance II
DRA,235,Jazz Dance II
DRA,240,Ballet II
DRA,251,Foundations of Musical Theater II
DRA,261,Musical Theater Performance I
DRA,262,Musical Theater Performance II
DRA,270,Experience Credit
DRA,273,Movement for Actors I
DRA,274,Movement for Actors II
DRA,305,Advanced Acting (Theater Minors)
DRA,308,Musical Theater Vocal Techniques for Non-Majors II
DRA,310,Theater Dance Styles I
DRA,311,Theater Dance Styles II
DRA,315,Introduction to Play Analysis
DRA,318,Vocal Techniques for Musical Theater Majors III
DRA,320,Advanced Acting: Modern Drama
DRA,321,Advanced Voice/Verse I
DRA,322,Advanced Voice/Verse II
DRA,323,Musical Theater Performance for Actors
DRA,325,Comedy in Italy from Ancient to Modern Times
DRA,328,Practicum in Stage Makeup
DRA,330,Tap Dance III
DRA,331,Introduction to Directing
DRA,333,On-Camera Acting
DRA,334,Film and Television Audition in Los Angeles
DRA,335,Jazz Dance III
DRA,340,Ballet III
DRA,345,Dance in New York City
DRA,351,Contemporary Brit Theatre
DRA,352,Survey of Theater History
DRA,353,Analysis of Musical Theater Literature
DRA,355,Development of Theater and Drama I
DRA,356,Development of Theater and Drama II
DRA,358,Backstory: Devising Original Performance
DRA,360,Community Actors Workshop
DRA,362,Musical Theater Scene Study
DRA,371,Stage Combat
DRA,373,Clown Technique
DRA,374,Solo Creation in Physical Poetry
DRA,375,Drama Pedagogy
DRA,379,Honors in Drama
DRA,381,Italian and European Theater 1500-1700
DRA,386,Edinburgh Fringe Festival
DRA,389,Honors Drama
DRA,391,Introduction to Playwriting
DRA,392,Playwriting
DRA,400,Selected Topics
DRA,405,Advanced Acting Styles (Theater Minors)
DRA,418,Vocal Techniques for Musical Theater Majors IV
DRA,420,Advanced Scene Study: Poetic Drama
DRA,421,Playing Comedy
DRA,422,Period Style in Theatrical Performance
DRA,423,Character Mask for the Actor
DRA,424,Assistant Directing: Elizabethan and Romantic Plays
DRA,425,Assistant Directing: Classic and Classicist Mode
DRA,426,Assistant Directing: Drama in the Naturalistic Mode
DRA,430,Tap Dance IV
DRA,435,Jazz Dance IV
DRA,441,Ballet IV
DRA,444,Directing: One-Act Play
DRA,445,Directing: Full-Length Play
DRA,450,Advanced Musical Theater Performance
DRA,451,Topics in Theatrical and Dramatic History
DRA,452,Topics in Modern Theater and Drama
DRA,453,History of Musical Theater
DRA,461,Musical Theater Performance-Cabaret
DRA,462,Auditioning for Musical Theater
DRA,480,International Course
DRA,499,Honors Capstone Project
DRA,515,Play Analysis and Introduction to Mise-en-Scène
DRA,520,Graduate Scene Study I
DRA,523,Audition Technique
DRA,524,Acting: European Drama in the Elizabethan and Romantic Modes
DRA,525,Acting: European Drama in Classic and Classicist Mode
DRA,526,Acting: Drama in the Naturalistic Mode
DRA,527,Dialects
DRA,528,Dialects Workshop
DRA,529,Acting for the Frame
DRA,530,Advanced Actors Workshop
DRA,532,Directing: Special Problems
DRA,539,Directors’ Workshop
DRA,540,Theater Dance Repertory
DRA,550,Professional Practices
DRA,555,History American Theatre
DRA,560,Musical Theater Production
DRA,581,Intro to Playwriting
DRA,582,Play Writing
DRA,591,Development of the Full-Length Play
DRA,592,Writing and Revising the Full-Length Play
DRD,110,Drawing Skills for Theater Design
DRD,111,"Media, Methods, and Materials in Theatrical Design"
DRD,112,Drafting for the Theater
DRD,113,"Media, Methods, and Materials in Theatrical Design II"
DRD,115,Introduction to Theater Production I
DRD,116,Introduction to Theater Production II
DRD,140,Introduction to Theater Crafts I
DRD,141,Introduction to Design for the Theater I
DRD,142,Introduction to Design for the Theater II
DRD,240,Introduction to Theater Crafts II
DRD,270,Experience Credit
DRD,301,Fundamentals of Theater Design
DRD,311,Scene Design I
DRD,312,Scene Design II
DRD,313,CAD for the Theater
DRD,314,Vectorworks for Theater
DRD,316,Practicum in Scenery Construction
DRD,317,Practicum in Scene Painting
DRD,318,Practicum in Stage Properties
DRD,321,Theatrical Costume Design I
DRD,322,Theatrical Costume Design II
DRD,327,Practicum in Costume
DRD,329,Advanced Practicum in Costume Construction
DRD,331,Stage Lighting I
DRD,332,Stage Lighting II
DRD,337,Practicum in Stage Lighting
DRD,338,Practicum in Theater Sound
DRD,411,Scene Design III
DRD,412,Advanced Techniques in Theatrical Rendering
DRD,414,Advanced Projects in Entertainment Design
DRD,421,Theatrical Costume Design III
DRD,427,Tailoring Techniques for the Theater
DRD,428,Costume Draping and Pattern Drafting
DRD,429,Costume Crafts Seminar
DRD,431,Stage Lighting III
DRD,433,Advanced Techniques in Stage Lighting Technology
DRD,441,Advanced Stagecraft
DRD,442,Structural Design for the Stage
DRD,443,Stage Rigging
DRD,445,Professional Practices for Theater Design and Technology
DRD,470,Experience Credit
DRD,480,International Course
DRD,499,Honors Capstone Project
DRD,501,Design for Directors
DRD,541,Projects in Technical Practice I
DRD,542,Projects in Technical Practice II
DRD,555,Evolution of Stage Design
DRD,599,"Internship in Theatrical Design, Technology, or Management"
DRM,100,Selected Topics
DRM,194,Introduction to Theater Management
DRM,195,From Page to Stage
DRM,251,Introduction to Stage Management
DRM,261,Stage Management Core Skills Lab
DRM,270,Experience Credit
DRM,340,Stage Management Rehearsal Techniques
DRM,381,Theater Management Practicum
DRM,394,Theater Management I
DRM,395,Theater Management II
DRM,450,Stage Management: Performance Techniques
DRM,460,Stage Management for Production
DRM,465,Stage Management: Communication and Collaboration
DRM,467,Stage Management: Touring Techniques
DRM,470,Experience Credit
DRM,480,International Course
DRM,490,Independent Study
DRM,492,Production Management
DRM,499,Honors Capstone Project
DRS,110,Drumset Instruction
DRS,115,Drumset Instruction
DRS,116,Drumset Instruction
DRS,210,Drumset Instruction
DRS,215,Drumset Instruction
DRS,216,Drumset Instruction
DRS,310,Drumset Instruction
DRS,315,Drumset Instruction
DRS,316,Drumset Instuction
DRS,319,Drumset/Performance Honors
DRS,410,Drumset Instruction
DRS,415,Drumset Instruction
DRS,416,Drumset Instruction
DRS,419,Drumset/Performance Honors
DRS,510,Drumset Instruction
DRS,515,Drumset Instruction
DRS,516,Drumset Instruction
DSP,101,Introduction to Disability Studies
DSP,200,Selected Topics
DSP,203,Introduction to Inclusive Schooling
DSP,333,Disability and Public Health
DSP,357,Deafness and Disability
DSP,400,Selected Topics
DSP,424,Representations of Ability & Disability
DSP,432,Gender and Disability
DSP,438,Disability and Popular Culture
DSP,440,Sociology of Disability
DSP,443,Intersectional Feminist Disability Studies
DSP,475,Internship in Disability Policy
DSP,490,Independent Study
EAR,104,Earth Sciences Laboratory
EAR,105,Earth Science
EAR,106,Geohazards & Natural Disasters
EAR,110,Dynamic Earth
EAR,111,Climate Change Past and Present
EAR,117,Oceanography
EAR,200,Selected Topics
EAR,201,Introduction to Earth and Environmental Data Analysis
EAR,203,Earth System Science
EAR,204,Introduction to Field Methods in Earth and Environmental Sciences
EAR,205,Water and Our Environment
EAR,210,History of Earth and Life
EAR,225,Volcanoes and Earthquakes
EAR,300,Selected Topics
EAR,305,Earth Science of Energy
EAR,309,Honor Tutorial Geology
EAR,311,Environmental Geophysics
EAR,314,Mineralogy
EAR,317,Sedimentary Processes and Systems
EAR,325,Introduction to Paleobiology
EAR,333,Structural Geology
EAR,401,Hydrogeology
EAR,402,Numerical Methods in Geosciences
EAR,403,Geomorphology
EAR,404,Advanced Structural Geology
EAR,405,Global Change:Geologic Record
EAR,406,Reflection Seismology: Theory and Practice
EAR,407,Climate Change and Human Origins
EAR,408,Sedimentary Basin Analysis
EAR,409,Senior Thesis in Earth Science
EAR,410,Applications of GIS in the Earth Sciences
EAR,413,Physical Hydrology
EAR,414,The Holocene: Climate and Environmental Change
EAR,415,Introduction to Climate Dynamics
EAR,416,Practicum in Earth and Environmental Scientific Communication
EAR,417,Geochemistry
EAR,418,Petrology
EAR,419,Environmental Aqueous Geochemistry
EAR,420,Contaminant Hydrogeology
EAR,422,Applications of Electron Probe Microanalysis
EAR,423,Stable Isotope Geochemistry
EAR,428,Seminar in Environmental Science
EAR,429,Topics in Paleobiology
EAR,430,Topics in Thermochronology & Tectonics
EAR,431,Plate Tectonics
EAR,432,Seafloor Spreading and Oceanic Lithosphere
EAR,433,Topics in Active Tectonics
EAR,435,Geophysics
EAR,443,Advanced Topics in Geomorphology
EAR,444,Thermochronology
EAR,455,Geochemical Patterns in the History of Earth and Life
EAR,470,Experience Credit
EAR,478,Isotope Geology
EAR,479,Introduction to Unmanned Aerial Vehicles: Research & Applications
EAR,483,Departmental Colloquium
EAR,490,Independent Study
EAR,499,Honors Capstone Project
EAR,510,Paleolimnology
EAR,544,Quaternary Environmental and Climate Change
EAR,590,Independent Study
ECE,499,Honors Capstone Project
ECN,101,Introductory Microeconomics
ECN,102,Introductory Macroeconomics
ECN,203,Economic Ideas and Issues
ECN,258,Poverty and Discrimination in America
ECN,270,Experience Credit
ECN,290,Independent Study
ECN,300,Selected Topics
ECN,301,Intermediate Microeconomics
ECN,302,Intermediate Macroeconomics
ECN,303,Microeconomics for Managers
ECN,304,The Economics of Social Issues
ECN,305,Economics of Personal Finance
ECN,310,Special Topics In Economics
ECN,311,Intermediate Mathematical Microeconomics
ECN,312,Behavioral Economics
ECN,313,The Economics of Happiness
ECN,325,Economics and Gender
ECN,336,Healthcare in Europe: A Comparative Approach
ECN,355,Economics of Health and Medical Care
ECN,358,Economics of US Poverty and Discrimination
ECN,361,Economics of European Integration
ECN,362,Globalization Development and Environment
ECN,363,Economic Development of China
ECN,364,International Economic Relations
ECN,365,The World Economy
ECN,366,Economic Policies of the European Union
ECN,367,Economics of Globalization
ECN,373,Industrial Organization & Policy
ECN,390,Independent Study
ECN,400,Selected Topics
ECN,410,Topics in Economic Applications
ECN,421,Game Theory and Economic Strategy
ECN,422,Introduction to Statistics and Econometrics
ECN,431,Public Economics
ECN,435,State and Local Public Finance
ECN,437,Environmental and Resource Economics
ECN,441,Urban Economics
ECN,443,Real Estate Economics and Finance
ECN,451,Labor Economics
ECN,465,International Trade Theory and Policy
ECN,470,Experience Credit
ECN,481,Introduction Money & Banking
ECN,487,Economic Growth
ECN,490,Independent Study
ECN,495,Distinction Thesis Seminar in Economics I
ECN,496,Distinction Thesis Seminar in Economics II
ECN,499,Honors Capstone Project
ECN,500,Selected Topics
ECN,505,Mathematical Economics
ECN,510,Special Topics in Economics
ECN,521,Economic Statistics
ECN,522,Econometric Methods
ECN,525,Economics and Gender
ECN,566,International Macroeconomics and Finance
ECN,575,Law and Market Economy
ECN,580,International Course
ECS,100,Selected Topics
ECS,101,Introduction to Engineering and Computer Science
ECS,102,Introduction to Computing
ECS,104,Engineering Computational Tools
ECS,105,LCS SummerStart Supplemental Math Workshop
ECS,109,ECS SummerStart Seminar
ECS,110,Introduction to Engineering Mathematics
ECS,114,Academic Excellence Workshop for Pre-Calculus
ECS,115,Academic Excellence Workshop for Calculus I
ECS,116,Academic Excellence Worksho for Calculus II
ECS,117,Academic Excellence Workshop for Calculus III
ECS,122,Academic Excellence Workshop for Intro. to Computing
ECS,125,Survey of Engineering Problems
ECS,200,Selected Topics
ECS,201,Academic Excellence Workshop for Statics
ECS,202,Academic Excellence Workshop for Dynamics
ECS,203,Introduction to Technology
ECS,204,Mathematical Programming for Engineers
ECS,205,Academic Excellence Workshop for Thermodynamics
ECS,206,Academic Excellence Workshop for Mass & Energy Balances
ECS,207,AEW for CEN Thermodynamics
ECS,221,Statics
ECS,222,Dynamics
ECS,290,Independent Study
ECS,301,Understanding Contemporary Technology
ECS,302,Understanding Contemporary Technology
ECS,325,Mechanics of Solids
ECS,326,"Engineering Materials, Properties, and Processing"
ECS,353,Automotive Technology for Non-Engineers
ECS,354,Green Technology and Sustainability
ECS,365,Engineering Peer Mentor Forum
ECS,370,Professional Practice
ECS,371,International Professional Practice
ECS,375,Academic Excellence Facilitator Forum
ECS,391,Legal Aspects of Engineering and Computer Science
ECS,392,Ethical Aspects of Engineering and Computer Science
ECS,400,Selected Topics
ECS,401,Spec. Projects-Soling Program
ECS,441,Leonardo da Vinci: Artist and Engineer
ECS,470,Professional Practice
ECS,480,International Course
ECS,490,Independent Study
ECS,498,Concepts & Issues of Tech.
ECS,499,Honors Capstone Project
ECS,511,Sustainable Manufacturing
ECS,525,Probability for Engineers
ECS,526,Statistics for Engineers
ECS,555,Virtual Design Studio for Green Building Systems (VDS-GBS)
ECS,561,Data Centers: Infrastructure Design and Energy Efficiency
ECS,570,Professional Practice
ECS,588,Principles of Wind Turbines
EDI,100,Selected Topics
EDI,104,Fundamentals of Environmental + Interior Design
EDI,143,Visual Presentation and Drawing for Designers
EDI,144,Drafting for Designers
EDI,145,Introductory Environmental Design I
EDI,205,"Computer Applications in EDI, Level I"
EDI,247,Fundamentals of Interior Design
EDI,251,Environmental Design I
EDI,252,Environmental Design II
EDI,253,Design Presentation and Techniques I
EDI,254,Design Presentation and Techniques II
EDI,255,Environmental Factors I
EDI,256,Environmental Factors II
EDI,300,Selected Topics
EDI,305,"Computer Applications, Level II"
EDI,326,"Italian Design Tradition: Room, House, City"
EDI,327,"Room, House, City: Studio"
EDI,341,Building and Construction
EDI,346,American Traditions
EDI,347,Historic Buildings: Studio
EDI,348,Introduction to Lighting Design
EDI,351,Environmental Design III
EDI,352,Environmental Design Directed Research
EDI,353,Environmental Factors III
EDI,354,Professional Practice for Designers
EDI,380,International Course
EDI,400,Selected Topics
EDI,452,Environmental Design Capstone Project
EDI,453,Thesis Prep and Research
EDI,454,Environmental Design Portfolio
EDI,499,Honors Capstone Project
EDU,101,First Year Forum
EDU,200,Selected Topics
EDU,201,Practicum in Pre-K Inclusive Education
EDU,202,Practicum: Primary Grades
EDU,203,Introduction to Inclusive Schooling
EDU,204,Principles of Learning in Inclusive Classrooms
EDU,221,Education for Transformation
EDU,270,Experience Credit
EDU,290,Independent Study
EDU,300,Selected Topics
EDU,301,Methods and Practice in Teaching Art
EDU,302,Methods and Curriculum in Teaching Art
EDU,303,Children’s Learning in ENL Inclusive Classrooms
EDU,304,Study of Teaching
EDU,310,The American School
EDU,321,International Education for Transformation
EDU,355,Fundamentals of Teaching for Non-Majors
EDU,366,Safe and Healthy Learning Environments
EDU,400,Selected Topics
EDU,421,Behavior Techniques in Music Education
EDU,431,Art in the Classroom
EDU,432,Music in the Classroom
EDU,433,Speech and Drama in the Classroom
EDU,434,Creative Movement for the Classroom
EDU,465,"Literacy, Inclusion, and Diversity in Italy"
EDU,470,Experience Credit
EDU,481,"Education, Research and Theory"
EDU,490,Independent Study
EDU,499,Honors Capstone Project
EDU,508,Student Teaching
EDU,522,Social Studies and Democracy: The Reconstruction of Education
EDU,535,Quality Infant Care Giving
EED,270,Experience Credit
EED,290,Independent Study
EED,300,Selected Topics: Elementary Education
EED,314,Teaching Strategies for Inclusive Education
EED,323,Primary Grade Mathematics Methods and Curriculum
EED,325,Primary Grade Literacy Methods and Curriculum
EED,328,Block II Field Experience
EED,336,Elementary Social Studies Methods and Curriculum
EED,337,Elementary Science Methods and Curriculum
EED,361,Block I Field Experience and Seminar
EED,362,Block II Field Seminar
EED,363,Block III Field Seminar
EED,400,Selected Topics
EED,423,Intermediate Grade Mathematics Methods and Curriculum
EED,425,Intermediate Grade Literacy Methods and Curriculum
EED,432,"Teaching Number Ideas, K-6"
EED,433,"Teaching Geometry and Measurement, K-6"
EED,438,Block III Field Experience
EED,445,Inclusive Early Childhood Education Integrated Methods and Curriculum
EED,446,Inclusive Early Childhood Special Education PreK Field Experience
EED,464,Student Teaching Seminar/Inclusive Education
EED,470,Experience Credit
EEE,110,Discovering the Entrepreneur Within
EEE,200,Selected Topics
EEE,370,Introduction to Entrepreneurship and Emerging Enterprises
EEE,375,Entrepreneurial Family Business Management
EEE,378,"Imagination, Entrepreneurship and Creative Problem Solving"
EEE,382,Entrepreneurial Marketing
EEE,400,Selected Topics
EEE,420,Corporate Entrepreneurship
EEE,422,Entrepreneurial Turnarounds
EEE,424,Entrepreneurial Deal Making
EEE,440,Social Entrepreneurship in Action
EEE,442,Emerging Enterprise Law
EEE,443,Emerging Enterprise Consulting
EEE,444,Dilemmas and Debates in Entrepreneurship
EEE,446,"Minority and Woman’s Entrepreneurship: Race, Gender, and Entrepreneurial Opportunity"
EEE,450,Sustainable Enterprise
EEE,451,Finance for Emerging Enterprises
EEE,452,International Entrepreneurship
EEE,453,LaunchPad
EEE,457,Strategic and Entrepreneurial Management
EEE,458,Business Plan Laboratory
EEE,470,Experience Credit
EEE,476,Advanced Topics in Family Business Management
EEE,499,Honors Capstone Project
ELE,231,Electrical Engineering Fundamentals
ELE,251,Fundamentals of Linear Systems
ELE,280,International Course
ELE,291,Electrical Engineering Laboratory I
ELE,292,Linear Systems Laboratory
ELE,314,Power Engineering
ELE,324,Electromagnetics
ELE,333,Analog Electronics
ELE,346,Semiconductor Devices
ELE,351,System and Signal Analysis
ELE,352,Digital Signal Processing
ELE,354,Communication Systems
ELE,392,Digital Signal Processing and Control Systems Laboratory
ELE,400,Selected Topics
ELE,412,Control Systems
ELE,414,Power System Analysis and Control
ELE,415,Microgrids
ELE,416,Electromechanical Devices
ELE,417,Power Electronics
ELE,418,Sensors & Measurements
ELE,424,Applied Electromagnetics
ELE,425,Microwave Engineering
ELE,452,Digital Audio Signal Processing
ELE,453,Image and Video Processing
ELE,458,Data Networks: Basic Principles
ELE,464,Introduction to VLSI Design
ELE,470,Experience Credit
ELE,490,Independent Study
ELE,491,Senior Design Project I
ELE,492,Senior Design Project II
ELE,499,Honors Capstone Project
ELE,516,Control of Robots
ELE,524,Introduction to Applied Optics
ELE,551,Communication Systems
ELE,591,Special Problems in Electrical Engineering
ELL,301,Tutoring English Learners in Schools within the US and Abroad
ELL,400,Selected Topics
ENC,510,Chamber Music Mixed
ENC,520,Chamber Music/Piana
ENC,530,Chamber Music/Strings
ENC,540,Chamber Music/Woodwinds
ENC,550,Chamber Music/Brass
ENC,560,Chamber Music/Percussion
ENG,105,Introduction to Creative Writing
ENG,107,Living Writers
ENG,113,"British Literature, Beginnings to 1789"
ENG,114,"British Literature, 1789 to Present"
ENG,115,Topics in British Literature
ENG,117,"American Literature, Beginnings to 1865"
ENG,118,"American Literature, 1865 to Present"
ENG,119,Topics in U.S. Literature
ENG,121,Introduction to Shakespeare
ENG,122,Introduction to the Novel
ENG,125,Science Fiction
ENG,140,Reading the Environment
ENG,142,Narratives of Culture: Introduction to Issues of Critical Reading
ENG,145,Reading Popular Culture
ENG,146,Interpretation of New Media
ENG,151,Interpretation of Poetry
ENG,152,Interpretation of Drama
ENG,153,Interpretation of Fiction
ENG,154,Interpretation of Film
ENG,155,Interpretation of Nonfiction
ENG,156,Interpretation of Games
ENG,160,"Hip Hop and Ya Don’t Stop: Issues, Debates, and Controversies"
ENG,164,Children’s Literature
ENG,170,"American Cinema, from Beginnings to Present"
ENG,171,"World Cinema, Beginnings to Present"
ENG,172,The Literature of War and Peace
ENG,174,"World Literature, Beginnings to 1000"
ENG,175,"World Literature, 1000 to Present"
ENG,181,Class and Literary Texts
ENG,182,Race and Literary Texts
ENG,184,Ethnicity and Literary Texts
ENG,192,Gender and Literary Texts
ENG,193,Introduction to Asian American Literature
ENG,194,Introduction to Latina/o/x Literature
ENG,195,Arab American Literature and Culture
ENG,200,Selected Topics
ENG,215,Introductory Poetry Workshop
ENG,216,Introductory Literary Nonfiction Workshop
ENG,217,Introductory Fiction Workshop
ENG,221,Humanistic Computing
ENG,230,Topics in Ethnic Literary Traditions
ENG,242,Reading and Interpretation
ENG,270,Experience Credit
ENG,290,Independent Study
ENG,301,Practicum in Reading and Writing Prose
ENG,303,Practicum in Reading and Writing Fiction
ENG,304,Practicum in Reading and Writing Poetry
ENG,305,Topics in Critical Analysis
ENG,310,Topics in Literary Periods
ENG,311,Literary Periods before 1900
ENG,312,Race and Literary Periods
ENG,313,Race & Literary Periods Before 1900
ENG,315,Topics in Ethnic Literatures and Cultures
ENG,320,Topics in Authors
ENG,321,Authors before 1900
ENG,325,History and Varieties of English
ENG,330,Topics in Theorizing Meaning and Interpretation
ENG,340,Topics in Theorizing Forms and Genres
ENG,341,Theorizing Forms and Genres before 1900
ENG,345,Critical Theory
ENG,350,Topics in Reading Nation and Empire
ENG,351,Reading Nation and Empire before 1900
ENG,352,"Race, Nation, and Empire"
ENG,353,"Race, Nation, and Empire before 1900"
ENG,355,The Politics of the English Language
ENG,360,Topics in Reading Gender and Sexualities
ENG,361,Reading Gender and Sexuality before 1900
ENG,362,"Race, Gender & Sexualities"
ENG,363,"Race, Empire, and Sexuality Before 1900"
ENG,401,Advanced Writing Workshop: Poetry
ENG,402,Advanced Workshop: Literary Nonfiction
ENG,403,Advanced Writing Workshop: Fiction
ENG,405,Topics in Medicine and Culture
ENG,406,Advanced Critical Writing in ETS
ENG,407,"Advanced Critical Writing, Topics Before 1900"
ENG,410,Topics in Forms and Genres
ENG,411,Forms and Genres before 1900
ENG,412,"Race, Forms & Genres"
ENG,413,"Race, Forms & Genres Before 1900"
ENG,420,Topics in Cultural Production and Reception
ENG,421,Cultural Production and Reception before 1900
ENG,422,"Race, Cultural Production & Reception"
ENG,423,"Race, Cultural Production and Reception Before 1900"
ENG,425,Topics in Historical Modes of Inquiry
ENG,426,"Topics in Literature, Culture, and Social Change"
ENG,430,Topics in Theorizing Representation
ENG,440,Topics in Theorizing History and Culture
ENG,441,Theorizing History and Culture before 1900
ENG,444,Topics in Theoretical Modes of Inquiry
ENG,450,Reading Ethnicity
ENG,452,Reading Race and Ethnicity
ENG,453,Reading Race and Ethnicity Before 1900
ENG,460,Topics in Reading Class and Economic Materiality
ENG,464,Topics in Reading Institutions and Ideologies
ENG,465,Topics in Political Modes of Inquiry
ENG,470,Experience Credit
ENG,490,Independent Study
ENG,494,Research Practicum in English and Textual Studies
ENG,495,Thesis Workshop
ENG,499,Honors Capstone Project
ENG,730,Graduate Seminar
ENI,470,Experience Credit
ENI,510,Large Bands
ENI,520,Small Bands
ENI,540,University Orchestra
ENL,201,ENL Temporary Placement Section
ENL,202,Intermediate English for Non-native Speakers
ENL,203,Speaking and Listening for Non-native Speakers of English
ENL,205,Intensive Intermediate English for Non-Native Speakers
ENL,207,Advanced Integrated Skills for Non-native Speakers of English
ENL,211,Composition for Non-native Speakers of English
ENL,213,Advanced Academic Writing and Research for Non-native Speakers of English
ENL,400,Selected Topics
ENP,499,Honors Capstone Project
ENV,510,Large Chorus
ENV,520,Small Chorus
ENV,540,Hendricks Chapel Choir
ESP,380,International Course
ESP,410,"Environment, Sustainability and Policy Capstone Seminar"
EUP,130,Euphonium/Non Mus Majors
EUP,135,Euphonium Instruction
EUP,136,Euphonium Instruction
EUP,230,Euphonium Instruction
EUP,235,Euphonium Instruction
EUP,236,Euphonium Instruction
EUP,330,Euphonium Instruction
EUP,335,Euphonium Instruction
EUP,336,Euphonium Instruction
EUP,339,Performance Honors in Euphonium
EUP,430,Euphonium Instruction
EUP,435,Euphonium Instruction
EUP,436,Euphonium Instruction
EUP,439,Performance Honors in Euphonium
EUP,530,Euphonium Instruction
EUP,535,Euphonium Instruction
EUP,536,Euphonium Instruction
EXE,195,Introduction to Exercise Science
EXE,335,First Aid
EXE,336,Cardiopulmonary Rescue
EXE,338,Advanced First Aid and CPR/AED
EXE,375,Internship Pre-Planning
EXE,385,Motor Behavior Across the Lifespan
EXE,408,Analysis of Human Motion
EXE,415,Worksite Health Promotion
